,index,Player,Pos,Age,Tm,Height,Weight,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,145,A.C. Green,PF,35,DAL,205.7,99.9,50,35,18.5,2.2,5.1,.422,0.0,0.2,.000,2.2,5.0,.435,.422,0.6,1.0,.577,1.6,2.9,4.6,0.5,0.6,0.2,0.4,1.4,4.9
1,250,Aaron McKie,SG,26,PHI,195.6,94.9,50,4,19.2,1.9,4.7,.401,0.1,0.6,.194,1.8,4.1,.432,.414,0.9,1.2,.710,0.5,2.3,2.8,2.0,1.3,0.1,1.1,1.8,4.8
2,417,Aaron Williams,PF,27,SEA,205.7,99.9,40,2,11.5,1.3,3.1,.423,0.0,0.0,.000,1.3,3.1,.426,.423,1.4,1.9,.730,1.4,1.9,3.2,0.6,0.4,0.6,0.8,1.9,4.0
3,197,Adam Keefe,PF,28,UTA,205.7,104.4,44,0,14.6,1.3,2.8,.452,0.0,0.1,.000,1.3,2.7,.467,.452,1.4,2.0,.697,1.2,2.1,3.2,0.6,0.4,0.3,0.8,1.4,4.0
4,127,Adonal Foyle,C,23,GSW,208.3,113.5,44,0,14.0,1.2,2.8,.430,0.0,0.0,,1.2,2.8,.430,.430,0.6,1.2,.490,1.8,2.6,4.4,0.4,0.3,1.0,0.7,2.0,2.9
5,195,Adonis Jordan,PG,28,MIL,180.3,77.2,4,0,4.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.5,1.0,.500,0.0,0.0,0.0,0.8,0.8,0.0,0.5,0.0,1.5
6,154,Al Harrington,PF,18,IND,205.7,111.2,21,0,7.6,0.9,2.7,.321,0.0,0.2,.000,0.9,2.4,.353,.321,0.4,0.7,.600,1.0,0.9,1.9,0.2,0.2,0.1,0.5,1.2,2.1
7,159,Alan Henderson,SF,26,ATL,205.7,106.7,38,37,30.1,4.9,11.1,.442,0.0,0.0,.000,4.9,11.1,.443,.442,2.6,3.9,.671,2.6,3.9,6.6,0.7,0.9,0.5,1.5,2.5,12.5
8,171,Allan Houston,SG,27,NYK,198.1,93.1,50,50,36.3,5.9,14.1,.418,1.1,2.8,.407,4.7,11.3,.421,.459,3.4,3.9,.862,0.4,2.6,3.0,2.7,0.7,0.2,2.6,2.3,16.3
9,177,Allen Iverson,SG,23,PHI,182.9,74.9,48,48,41.5,9.1,22.0,.412,1.2,4.1,.291,7.9,17.9,.440,.439,7.4,9.9,.751,1.4,3.5,4.9,4.6,2.3,0.1,3.5,2.0,26.8
10,268,Alonzo Mourning,C,28,MIA,208.3,109.0,46,46,38.1,7.0,13.8,.511,0.0,0.0,.000,7.0,13.7,.513,.511,6.0,9.2,.652,3.6,7.4,11.0,1.6,0.7,3.9,3.0,3.5,20.1
11,355,Alvin Sims,SG,24,PHO,193.0,106.7,4,0,6.3,1.0,2.5,.400,0.3,0.3,1.000,0.8,2.3,.333,.450,0.5,1.3,.400,0.8,0.3,1.0,1.3,0.5,0.0,1.5,0.5,2.8
12,418,Alvin Williams,PG,24,TOR,195.6,84.0,50,45,21.0,1.9,4.7,.401,0.3,0.8,.333,1.6,3.9,.415,.430,0.9,1.0,.846,0.4,1.3,1.6,2.6,1.0,0.2,1.1,1.9,5.0
13,297,Andrae Patterson,PF,23,MIN,205.7,115.8,35,0,8.1,1.2,2.8,.443,0.0,0.1,.000,1.2,2.6,.467,.443,0.8,1.0,.778,0.9,1.0,1.9,0.4,0.5,0.2,0.6,1.8,3.3
14,98,Andrew DeClercq,C,25,TOT,208.3,104.4,47,32,23.4,2.9,5.9,.500,0.0,0.0,,2.9,5.9,.500,.500,2.0,3.0,.674,2.2,3.2,5.4,0.7,1.1,0.6,1.1,3.4,7.9
15,135,Andrew Gaze,SG,33,SAS,200.7,96.2,19,0,3.1,0.4,1.3,.320,0.3,0.8,.313,0.2,0.5,.333,.420,0.0,0.0,,0.1,0.2,0.3,0.3,0.1,0.1,0.2,0.4,1.1
16,213,Andrew Lang,C,32,CHI,210.8,111.2,21,13,18.4,1.5,4.7,.323,0.0,0.0,,1.5,4.7,.323,.323,0.8,1.1,.696,1.6,2.9,4.4,0.6,0.2,0.6,0.8,2.0,3.8
17,149,Anfernee Hardaway,SG,27,ORL,200.7,88.5,50,50,38.9,6.0,14.3,.420,0.8,2.8,.286,5.2,11.5,.452,.448,3.0,4.2,.706,1.5,4.2,5.7,5.3,2.2,0.5,3.0,2.2,15.8
18,185,Antawn Jamison,SF,22,GSW,205.7,106.7,47,24,22.5,3.8,8.4,.452,0.1,0.2,.300,3.7,8.2,.456,.456,1.9,3.3,.588,2.8,3.6,6.4,0.7,0.8,0.3,1.4,2.2,9.6
19,16,Anthony Avent,PF,29,UTA,205.7,106.7,5,0,8.8,0.8,2.6,.308,0.0,0.0,,0.8,2.6,.308,.308,0.2,0.4,.500,1.6,0.8,2.4,0.2,0.4,0.0,1.4,1.2,1.8
20,186,Anthony Johnson,PG,24,ATL,190.5,88.5,49,2,18.1,1.9,4.6,.404,0.1,0.4,.263,1.8,4.2,.417,.416,1.2,1.7,.695,0.3,1.2,1.5,2.2,0.7,0.1,1.3,1.4,5.0
21,255,Anthony Miller,PF,27,HOU,205.7,102.2,29,0,8.6,1.0,2.1,.467,0.0,0.0,.000,1.0,2.0,.475,.467,0.5,0.8,.636,0.9,1.4,2.3,0.2,0.2,0.2,0.3,1.2,2.4
22,295,Anthony Parker,SG,23,PHI,198.1,97.6,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,300,Anthony Peeler,SG,29,MIN,193.0,94.4,28,28,28.9,3.7,9.7,.379,1.2,4.1,.298,2.5,5.6,.437,.441,1.1,1.5,.732,1.1,1.9,3.0,2.8,1.3,0.2,1.4,2.1,9.6
24,59,Antoine Carr,PF,37,HOU,205.7,102.2,18,0,8.4,1.2,2.9,.404,0.0,0.1,.000,1.2,2.8,.412,.404,0.3,0.4,.714,0.5,1.2,1.7,0.5,0.1,0.6,0.5,1.7,2.6
25,395,Antoine Walker,PF,22,BOS,205.7,120.3,42,41,36.9,7.2,17.5,.412,1.5,4.2,.369,5.7,13.3,.426,.456,2.7,4.8,.559,2.5,6.0,8.5,3.1,1.5,0.7,2.8,3.4,18.7
26,89,Antonio Daniels,PG,23,SAS,193.0,88.5,47,0,13.1,1.8,3.9,.454,0.1,0.4,.294,1.7,3.5,.470,.467,1.0,1.4,.754,0.3,0.9,1.1,2.3,0.6,0.1,0.9,0.8,4.7
27,91,Antonio Davis,PF,30,IND,205.7,111.2,49,1,25.9,3.3,7.1,.471,0.0,0.0,,3.3,7.1,.471,.471,2.8,3.9,.703,2.4,4.7,7.0,0.7,0.4,0.9,1.0,2.8,9.4
28,214,Antonio Lang,PF,26,CLE,203.2,93.1,10,0,6.5,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.5,0.9,.556,0.6,1.0,1.6,0.1,0.2,0.1,0.4,1.3,1.3
29,245,Antonio McDyess,C,24,DEN,205.7,111.2,50,50,38.7,8.3,17.6,.471,0.0,0.2,.111,8.3,17.5,.474,.471,4.6,6.8,.680,3.4,7.4,10.7,1.6,1.5,2.3,2.8,3.5,21.2
30,138,Armen Gilliam,PF,34,MIL,205.7,104.4,34,5,19.6,3.0,6.6,.453,0.0,0.0,.000,3.0,6.5,.455,.453,2.3,3.0,.782,1.0,2.7,3.7,0.6,0.6,0.4,1.1,1.4,8.3
31,341,Arvydas Sabonis,C,34,POR,221.0,126.7,50,48,27.0,4.6,9.6,.485,0.1,0.5,.292,4.5,9.1,.496,.493,2.7,3.5,.771,1.8,6.1,7.9,2.4,0.7,1.3,1.7,2.9,12.1
32,81,Austin Croshere,PF,23,IND,205.7,106.7,27,0,9.2,1.2,2.8,.427,0.3,1.1,.276,0.9,1.7,.522,.480,0.7,0.9,.870,0.6,1.1,1.7,0.4,0.3,0.3,0.9,1.2,3.4
33,187,Avery Johnson,PG,33,SAS,177.8,79.5,50,50,33.4,4.4,9.2,.473,0.0,0.2,.083,4.3,9.0,.483,.474,1.0,1.8,.568,0.4,1.9,2.4,7.4,1.0,0.2,2.2,2.0,9.7
34,11,B.J. Armstrong,PG,31,TOT,188.0,79.5,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3
35,92,Ben Davis,PF,26,NYK,205.7,109.0,8,0,2.6,0.9,2.1,.412,0.0,0.0,,0.9,2.1,.412,.412,0.4,0.8,.500,1.1,0.3,1.4,0.4,0.0,0.0,0.1,0.5,2.1
36,397,Ben Wallace,C,24,WAS,205.7,109.0,46,16,26.8,2.5,4.3,.578,0.0,0.0,,2.5,4.3,.578,.578,1.0,2.9,.356,3.0,5.4,8.3,0.4,1.1,2.0,0.8,2.4,6.0
37,28,Benoit Benjamin,C,34,PHI,213.4,113.5,6,0,5.5,0.3,1.2,.286,0.0,0.0,,0.3,1.2,.286,.286,0.0,0.0,,0.5,0.8,1.3,0.2,0.0,0.0,0.5,1.0,0.7
38,85,Bill Curley,PF,26,MIN,205.7,99.9,35,7,10.6,0.8,2.1,.403,0.0,0.1,.200,0.8,1.9,.418,.410,0.5,0.6,.864,0.6,0.9,1.5,0.4,0.5,0.3,0.3,2.4,2.2
39,407,Bill Wennington,C,35,CHI,213.4,111.2,38,3,11.9,1.6,4.7,.348,0.0,0.0,1.000,1.6,4.7,.345,.351,0.5,0.6,.818,0.5,1.6,2.1,0.5,0.3,0.3,0.4,2.1,3.8
40,293,Billy Owens,SF,29,SEA,203.2,99.9,21,19,21.5,3.1,7.9,.394,0.2,0.5,.455,2.9,7.3,.390,.409,1.3,1.7,.800,1.7,2.1,3.8,1.8,0.6,0.2,1.6,1.8,7.8
41,76,Bimbo Coles,PG,30,GSW,185.4,81.7,48,32,26.5,3.8,8.6,.442,0.1,0.5,.240,3.7,8.1,.455,.449,1.7,2.1,.822,0.4,2.0,2.4,4.6,0.9,0.2,1.7,2.4,9.5
42,101,Bison Dele,C,29,DET,210.8,106.7,49,48,24.0,4.4,8.8,.501,0.0,0.0,.000,4.4,8.8,.502,.501,1.7,2.4,.686,1.9,3.7,5.6,1.4,0.8,0.8,2.3,3.7,10.5
43,111,Blue Edwards,SF,33,MIA,193.0,90.8,24,0,11.8,1.3,3.0,.444,0.2,0.4,.400,1.2,2.6,.452,.472,0.4,0.5,.692,0.3,1.1,1.4,1.3,0.7,0.2,0.9,1.0,3.2
44,291,Bo Outlaw,PF,27,ORL,203.2,95.3,31,22,27.5,2.7,5.0,.545,0.0,0.1,.000,2.7,4.9,.556,.545,1.1,2.6,.432,1.7,3.6,5.4,1.8,1.3,1.4,1.9,2.5,6.5
45,380,Bob Sura,PG,25,CLE,195.6,90.8,50,6,16.8,1.4,4.2,.333,0.2,0.9,.200,1.2,3.3,.370,.355,1.3,2.1,.631,0.4,1.6,2.0,3.0,0.9,0.3,1.3,2.0,4.3
46,178,Bobby Jackson,PG,25,MIN,185.4,84.0,50,12,18.8,2.8,7.0,.405,0.2,0.5,.370,2.6,6.4,.408,.420,1.2,1.6,.772,0.9,1.8,2.7,3.3,0.8,0.1,1.5,1.5,7.1
47,306,Bobby Phills,SG,29,CHH,195.6,97.6,43,43,36.6,5.0,11.6,.433,1.6,4.0,.395,3.4,7.6,.452,.501,2.7,3.9,.685,0.9,3.1,4.0,3.5,1.4,0.6,2.1,2.9,14.3
48,406,Bonzi Wells,SF,22,POR,195.6,95.3,7,0,5.0,1.6,2.9,.550,0.1,0.4,.333,1.4,2.4,.588,.575,1.1,2.6,.444,0.6,0.7,1.3,0.4,0.1,0.1,0.9,0.7,4.4
49,256,Brad Miller,C,22,CHH,213.4,118.5,38,0,12.3,2.1,3.6,.565,0.0,0.1,.500,2.0,3.6,.566,.569,2.1,2.7,.794,0.9,2.2,3.1,0.6,0.2,0.5,0.8,1.7,6.3
50,419,Brandon Williams,SG,23,SAS,198.1,97.6,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.7,1.3,.500,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7
51,23,Brent Barry,SG,27,CHI,200.7,95.3,37,30,31.9,3.8,9.6,.396,1.4,4.6,.302,2.4,5.0,.484,.469,2.1,2.7,.772,1.1,2.8,3.9,3.1,1.1,0.3,1.9,2.6,11.1
52,315,Brent Price,PG,30,HOU,185.4,74.9,40,6,20.2,2.5,5.2,.483,1.2,2.8,.411,1.4,2.4,.568,.594,1.2,1.5,.754,0.5,1.5,2.0,2.8,0.8,0.0,1.6,2.3,7.3
53,207,Brevin Knight,PG,23,CLE,177.8,77.2,39,38,30.4,3.4,8.1,.425,0.0,0.1,.000,3.4,7.9,.432,.425,2.7,3.6,.745,0.4,2.9,3.4,7.7,1.8,0.2,2.7,2.9,9.6
54,117,Brian Evans,SF,25,TOT,203.2,99.9,16,0,9.1,0.8,2.8,.295,0.3,0.8,.308,0.6,1.9,.290,.341,0.3,0.3,1.000,0.4,0.8,1.2,0.9,0.3,0.2,0.1,0.5,2.1
55,139,Brian Grant,PF,26,POR,205.7,115.3,48,46,31.8,3.8,8.0,.479,0.0,0.0,,3.8,8.0,.479,.479,3.8,4.7,.814,3.6,6.2,9.8,1.4,0.4,0.7,2.0,2.8,11.5
56,350,Brian Shaw,PG,32,POR,198.1,86.3,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
57,356,Brian Skinner,PF,22,LAC,205.7,115.8,21,0,12.3,1.6,3.4,.465,0.0,0.0,,1.6,3.4,.465,.465,1.0,1.6,.606,1.0,1.6,2.5,0.0,0.5,0.6,0.9,1.0,4.1
58,39,Bruce Bowen,SF,27,BOS,200.7,90.8,30,1,16.5,0.9,3.1,.280,0.2,0.9,.269,0.6,2.2,.284,.317,0.4,0.8,.458,0.5,1.2,1.7,0.9,0.7,0.3,0.4,1.7,2.3
59,379,Bruno Å undov,C,18,DAL,None,None,3,0,3.7,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,1.3,1.3
60,318,Bryant Reeves,C,25,VAN,213.4,124.9,25,14,28.1,4.1,10.0,.406,0.0,0.0,.000,4.1,10.0,.408,.406,2.7,4.6,.578,2.0,3.5,5.5,1.5,0.5,0.3,1.9,4.1,10.8
61,371,Bryant Stith,SG,28,DEN,195.6,94.9,46,32,26.0,2.5,6.3,.393,0.7,2.3,.292,1.8,4.0,.451,.447,1.3,1.5,.859,0.7,1.7,2.3,1.8,0.6,0.3,1.0,1.4,7.0
62,107,Bryce Drew,PG,24,HOU,188.0,84.0,34,0,13.0,1.4,3.8,.364,0.5,1.4,.327,0.9,2.4,.388,.426,0.2,0.2,1.000,0.1,0.9,0.9,1.5,0.4,0.1,0.9,1.8,3.5
63,340,Bryon Russell,SF,28,UTA,200.7,102.2,50,50,35.4,4.3,9.4,.464,1.0,2.9,.354,3.3,6.4,.514,.519,2.7,3.4,.795,1.3,4.0,5.3,1.5,1.5,0.3,1.5,3.1,12.4
64,68,Calbert Cheaney,SG,27,WAS,200.7,94.9,50,18,25.3,3.4,8.3,.414,0.2,0.7,.216,3.3,7.6,.434,.424,0.7,1.3,.493,0.7,2.2,2.8,1.5,0.8,0.3,0.8,2.9,7.7
65,164,Carl Herrera,PF,32,TOT,205.7,97.6,28,0,11.0,1.1,2.7,.395,0.0,0.0,.000,1.1,2.7,.400,.395,0.2,0.4,.455,0.9,1.3,2.2,0.1,0.4,0.3,0.6,1.5,2.3
66,335,Carlos Rogers,PF,27,POR,210.8,99.9,2,0,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.5,2.0,.250,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,2.5
67,351,Casey Shaw,C,23,PHI,210.8,118.0,9,0,1.6,0.1,0.9,.125,0.0,0.0,,0.1,0.9,.125,.125,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.2,0.2,0.2
68,66,Cedric Ceballos,SF,29,DAL,198.1,86.3,13,5,27.1,4.5,10.8,.421,0.8,2.2,.393,3.7,8.6,.429,.461,2.6,3.8,.694,1.8,4.8,6.5,0.9,0.5,0.4,2.2,1.8,12.5
69,160,Cedric Henderson,SF,23,CLE,200.7,97.6,50,48,30.3,3.8,9.1,.417,0.0,0.2,.167,3.7,8.8,.424,.419,1.5,1.8,.813,0.9,3.0,3.9,2.3,1.2,0.5,1.9,2.7,9.1
70,21,Charles Barkley,PF,35,HOU,198.1,114.4,42,40,36.3,5.7,12.0,.478,0.1,0.6,.160,5.6,11.4,.495,.482,4.6,6.4,.719,4.0,8.3,12.3,4.6,1.0,0.3,2.4,2.1,16.1
71,191,Charles Jones,SG,23,CHI,190.5,81.7,29,5,16.4,1.3,4.2,.317,0.7,2.1,.311,0.7,2.1,.323,.394,0.4,0.8,.500,0.3,1.1,1.4,1.4,0.6,0.2,1.0,1.0,3.7
72,282,Charles O'Bannon,SG,23,DET,195.6,94.9,18,1,9.2,1.3,3.1,.429,0.0,0.1,.000,1.3,3.1,.436,.429,0.4,0.4,1.000,1.0,0.9,1.9,0.7,0.1,0.2,0.4,1.2,3.1
73,285,Charles Oakley,PF,35,TOR,203.2,102.2,50,50,32.7,2.8,6.5,.428,0.0,0.1,.200,2.8,6.4,.432,.430,1.3,1.7,.807,1.9,5.6,7.5,3.4,0.9,0.4,1.9,3.6,7.0
74,349,Charles Shackleford,C,32,CHH,208.3,102.2,32,4,11.5,1.4,2.8,.489,0.0,0.0,,1.4,2.8,.489,.489,0.6,0.9,.655,1.3,2.8,4.0,0.4,0.2,0.4,0.8,2.1,3.3
75,358,Charles Smith,SG,23,LAC,193.0,88.1,23,10,13.8,1.5,4.2,.361,0.3,1.4,.212,1.2,2.8,.438,.397,0.3,0.7,.438,0.3,0.7,1.0,0.6,0.7,0.6,0.9,1.5,3.7
76,401,Charlie Ward,PG,28,NYK,188.0,86.3,50,50,31.1,2.7,6.7,.404,1.1,3.0,.356,1.6,3.7,.443,.484,1.1,1.6,.705,0.5,3.0,3.4,5.4,2.1,0.2,2.6,2.1,7.6
77,33,Chauncey Billups,SG,22,DEN,190.5,95.3,45,41,33.1,4.2,11.0,.386,1.9,5.2,.362,2.4,5.8,.408,.472,3.5,3.8,.913,0.5,1.6,2.1,3.8,1.3,0.3,2.2,2.6,13.9
78,296,Cherokee Parks,C,26,VAN,None,None,48,41,23.3,2.5,5.7,.429,0.0,0.0,.000,2.5,5.7,.431,.429,0.6,1.1,.545,1.6,3.5,5.1,0.8,0.6,0.6,1.0,2.4,5.5
79,9,Chris Anstey,C,24,DAL,213.4,114.9,41,4,11.5,1.2,3.4,.360,0.0,0.2,.000,1.2,3.2,.379,.360,0.8,1.2,.708,0.9,1.5,2.4,0.7,0.4,0.3,0.6,2.4,3.3
80,60,Chris Carr,SG,24,TOT,195.6,94.0,39,4,11.4,1.9,5.3,.371,0.7,1.9,.373,1.2,3.3,.369,.439,0.7,1.0,.675,0.6,1.2,1.8,0.6,0.2,0.1,0.7,1.2,5.3
81,70,Chris Childs,PG,31,NYK,190.5,88.5,48,0,27.0,2.4,5.6,.427,0.8,2.0,.383,1.6,3.6,.451,.494,1.3,1.6,.821,0.4,2.4,2.8,4.0,0.9,0.0,1.8,3.3,6.8
82,80,Chris Crawford,PF,23,ATL,205.7,106.7,42,30,18.7,2.6,6.1,.431,0.3,0.8,.333,2.4,5.3,.446,.453,1.4,1.7,.814,0.9,1.3,2.1,0.6,0.2,0.3,1.1,2.5,6.9
83,108,Chris Dudley,C,33,NYK,210.8,106.7,46,16,14.9,1.0,2.4,.440,0.0,0.0,,1.0,2.4,.440,.440,0.4,0.9,.475,1.7,2.5,4.2,0.2,0.3,0.8,0.5,2.5,2.5
84,134,Chris Gatling,C,31,TOT,208.3,99.9,48,3,16.1,2.4,5.5,.442,0.0,0.2,.125,2.4,5.4,.451,.443,0.8,1.9,.398,1.1,2.6,3.7,0.7,0.7,0.2,1.3,2.5,5.7
85,203,Chris King,SF,29,UTA,203.2,97.6,8,0,5.3,0.3,0.9,.286,0.0,0.0,,0.3,0.9,.286,.286,0.0,0.5,.000,0.1,1.3,1.4,0.1,0.3,0.1,0.5,1.0,0.5
86,259,Chris Mills,SF,29,GSW,195.6,97.6,47,24,29.7,4.0,9.6,.411,0.7,2.4,.278,3.3,7.2,.456,.446,1.7,2.0,.823,1.0,4.0,5.0,2.2,0.8,0.3,1.2,2.7,10.3
87,267,Chris Morris,SF,33,PHO,203.2,95.3,44,2,12.2,1.5,3.4,.430,0.4,1.3,.286,1.1,2.1,.516,.483,0.9,1.0,.870,1.2,1.5,2.8,0.5,0.4,0.3,0.5,1.2,4.2
88,269,Chris Mullin,SF,35,IND,200.7,97.6,50,50,23.6,3.5,7.4,.477,1.5,3.1,.465,2.1,4.3,.486,.575,1.6,1.8,.870,0.5,2.7,3.2,1.6,0.9,0.3,1.2,2.0,10.1
89,405,Chris Webber,PF,25,SAC,205.7,111.2,42,42,40.9,9.0,18.5,.486,0.1,0.8,.118,8.9,17.7,.503,.488,1.9,4.1,.454,3.5,9.4,13.0,4.1,1.4,2.1,3.5,3.5,20.0
90,414,Chris Whitney,PG,27,WAS,182.9,76.3,39,1,11.3,1.6,4.0,.410,0.8,2.4,.337,0.8,1.6,.525,.513,0.7,0.8,.871,0.2,1.0,1.2,1.8,0.5,0.1,0.9,1.3,4.8
91,211,Christian Laettner,PF,29,DET,210.8,111.2,16,0,21.1,2.4,6.6,.358,0.1,0.2,.333,2.3,6.4,.359,.363,2.8,3.6,.772,1.3,2.1,3.4,1.5,0.9,0.8,1.2,1.9,7.6
92,304,Chuck Person,SF,34,CHH,203.2,99.9,50,21,19.8,2.2,5.8,.388,1.1,3.1,.350,1.1,2.6,.432,.483,0.5,0.6,.750,0.3,2.3,2.6,1.2,0.4,0.2,0.8,1.8,6.1
93,43,Chucky Brown,PF,30,CHH,200.7,97.2,48,21,24.8,3.7,7.8,.472,0.3,0.8,.375,3.4,6.9,.483,.492,0.8,1.2,.678,0.8,2.9,3.6,1.2,0.3,0.4,0.8,2.2,8.5
94,404,Clarence Weatherspoon,SF,28,MIA,198.1,109.0,49,3,21.2,2.9,5.4,.534,0.0,0.0,,2.9,5.4,.534,.534,2.3,2.9,.804,1.5,3.5,5.0,0.7,0.6,0.3,1.2,2.2,8.1
95,330,Clifford Robinson,SF,32,PHO,None,None,50,35,34.8,6.0,12.6,.475,1.2,2.8,.417,4.8,9.8,.492,.521,3.3,4.7,.697,1.4,3.2,4.5,2.6,1.5,1.2,1.8,3.1,16.4
96,27,Corey Beck,PG,27,TOT,185.4,86.3,24,0,7.5,0.8,1.6,.462,0.0,0.0,1.000,0.7,1.6,.447,.474,0.3,0.6,.533,0.3,0.9,1.2,0.8,0.4,0.1,0.5,1.1,1.9
97,29,Corey Benjamin,PG,20,CHI,198.1,90.8,31,1,10.3,1.4,3.8,.376,0.1,0.5,.214,1.3,3.3,.398,.389,0.9,1.3,.675,0.5,0.8,1.3,0.3,0.4,0.3,0.7,1.5,3.8
98,35,Corie Blount,PF,30,TOT,205.7,109.0,34,3,15.6,1.1,2.9,.360,0.0,0.0,.000,1.1,2.9,.364,.360,0.8,1.6,.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9
99,432,Corliss Williamson,SF,25,SAC,200.7,111.2,50,50,27.5,5.4,11.1,.485,0.0,0.1,.200,5.4,11.0,.487,.486,2.4,3.8,.638,1.7,2.4,4.1,1.3,0.6,0.2,1.5,2.4,13.2
100,2,Cory Alexander,PG,25,DEN,185.4,84.0,36,4,21.6,2.7,7.2,.373,0.8,2.9,.286,1.9,4.3,.432,.431,1.0,1.2,.841,0.2,1.9,2.1,3.3,1.0,0.1,1.9,2.1,7.3
101,61,Cory Carr,SG,23,CHI,190.5,96.2,42,7,14.9,1.7,5.1,.329,0.1,0.7,.167,1.6,4.4,.355,.340,0.6,0.8,.750,0.2,1.0,1.2,1.6,0.5,0.2,1.1,1.6,4.1
102,263,Cuttino Mobley,PG,23,HOU,193.0,86.3,49,37,29.7,3.5,8.3,.425,1.1,3.0,.358,2.4,5.2,.463,.490,1.8,2.2,.818,0.4,1.8,2.3,2.5,0.9,0.5,1.6,2.0,9.9
103,93,Dale Davis,PF,29,IND,210.8,114.4,50,50,27.5,3.2,6.0,.533,0.0,0.0,,3.2,6.0,.533,.533,1.5,2.5,.618,3.1,5.2,8.3,0.4,0.4,1.1,0.9,2.3,8.0
104,115,Dale Ellis,SF,38,SEA,200.7,93.1,48,5,25.7,3.6,8.2,.441,2.0,4.5,.433,1.7,3.7,.449,.559,1.1,1.5,.757,0.5,1.9,2.4,0.8,0.5,0.1,0.9,1.6,10.3
105,192,Damon Jones,PG,22,TOT,190.5,84.0,24,0,14.3,1.8,5.0,.361,1.0,2.6,.403,0.8,2.4,.316,.466,0.6,0.7,.824,0.3,1.6,1.8,1.8,0.5,0.0,0.7,1.0,5.2
106,374,Damon Stoudamire,PG,25,POR,177.8,77.6,50,50,33.5,5.0,12.6,.396,0.9,2.8,.310,4.1,9.7,.421,.431,1.8,2.4,.730,0.8,2.5,3.3,6.2,1.0,0.1,2.2,1.6,12.6
107,229,Dan Majerle,SG,33,MIA,198.1,97.6,48,48,33.8,2.5,6.2,.396,1.4,4.2,.335,1.0,2.0,.526,.510,0.7,1.0,.717,0.4,3.9,4.3,3.1,0.8,0.1,1.1,2.1,7.0
108,22,Dana Barros,PG,31,BOS,180.3,74.9,50,16,23.1,3.4,7.4,.453,1.3,3.2,.400,2.1,4.2,.493,.539,1.3,1.5,.877,0.3,1.8,2.1,4.2,1.0,0.1,1.8,1.3,9.3
