,index,Player,Pos,Age,Tm,Height,Weight,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
329,4,Peter Aluma,C,25,SAC,208.3,118.0,2,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,1.0,2.0,1.0
330,325,Pooh Richardson,PG,32,LAC,185.4,81.7,11,0,11.8,1.1,3.3,.333,0.0,0.5,.000,1.1,2.7,.400,.333,0.4,0.4,1.000,0.1,1.1,1.2,2.7,0.4,0.0,0.8,0.5,2.5
331,194,Popeye Jones,PF,28,BOS,203.2,113.5,18,2,11.4,1.1,2.8,.392,0.0,0.1,.000,1.1,2.8,.400,.392,0.8,0.9,.824,1.6,1.3,2.9,0.8,0.3,0.0,0.4,1.7,3.0
332,212,Raef LaFrentz,C,22,DEN,210.8,111.2,12,12,32.3,4.9,10.8,.457,1.0,2.6,.387,3.9,8.2,.480,.504,3.0,4.0,.750,2.8,4.8,7.6,0.7,0.8,1.4,0.8,3.2,13.8
333,182,Randell Jackson,PF,23,WAS,210.8,97.6,27,8,10.0,1.7,4.0,.426,0.0,0.3,.143,1.7,3.7,.446,.431,0.8,1.2,.656,1.1,0.9,2.0,0.3,0.1,0.4,1.0,1.1,4.2
334,47,Randy Brown,PG,30,CHI,188.0,86.3,39,32,29.2,3.4,8.2,.414,0.0,0.3,.000,3.4,7.9,.427,.414,2.0,2.6,.757,0.7,2.7,3.4,3.8,1.7,0.2,2.1,2.4,8.8
335,219,Randy Livingston,PG,23,PHO,193.0,94.9,1,0,22.0,5.0,8.0,.625,0.0,0.0,,5.0,8.0,.625,.625,2.0,2.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,12.0
336,218,Rashard Lewis,SF,19,SEA,208.3,106.7,20,7,7.3,1.0,2.6,.365,0.1,0.3,.167,0.9,2.3,.391,.375,0.4,0.7,.571,0.7,0.6,1.3,0.2,0.4,0.1,1.0,1.0,2.4
337,399,Rasheed Wallace,PF,24,POR,210.8,104.4,49,18,28.9,4.9,9.7,.508,0.3,0.6,.419,4.7,9.1,.515,.522,2.7,3.7,.732,1.2,3.8,4.9,1.2,1.0,1.1,1.6,3.6,12.8
338,278,Rasho NesteroviÄ,C,22,MIN,213.4,115.8,2,0,15.0,1.5,6.0,.250,0.0,0.0,,1.5,6.0,.250,.250,1.0,1.0,1.000,1.5,2.5,4.0,0.5,0.0,0.0,0.5,2.5,4.0
339,3,Ray Allen,SG,23,MIL,195.6,93.1,50,50,34.4,6.1,13.5,.450,1.5,4.2,.356,4.6,9.3,.492,.505,3.5,3.9,.903,1.1,3.1,4.2,3.6,1.1,0.1,2.4,2.3,17.1
340,196,Reggie Jordan,SG,31,MIN,193.0,88.5,27,1,11.0,0.6,2.0,.278,0.0,0.0,,0.6,2.0,.278,.278,0.8,1.4,.553,1.0,1.2,2.2,1.5,0.4,0.2,0.5,1.4,1.9
341,258,Reggie Miller,SG,33,IND,200.7,84.0,50,50,35.7,5.9,13.4,.438,2.1,5.5,.385,3.8,7.9,.475,.517,4.5,4.9,.915,0.5,2.2,2.7,2.2,0.7,0.2,1.5,2.0,18.4
342,357,Reggie Slater,PF,28,TOR,200.7,97.6,30,0,8.8,1.0,2.7,.383,0.0,0.0,,1.0,2.7,.383,.383,1.8,2.8,.624,1.2,1.1,2.3,0.2,0.1,0.1,0.8,1.7,3.8
343,67,Rex Chapman,SG,31,PHO,193.0,84.0,38,35,31.1,4.3,12.1,.359,1.4,4.0,.351,2.9,8.1,.364,.417,2.0,2.4,.835,0.3,2.4,2.7,2.9,0.9,0.2,1.4,1.2,12.1
344,400,Rex Walters,SG,28,MIA,193.0,86.3,33,13,15.3,1.1,2.9,.368,0.4,1.2,.316,0.7,1.7,.404,.432,0.6,0.7,.826,0.3,1.2,1.5,1.8,0.3,0.1,1.0,1.9,3.1
345,48,Rick Brunson,PG,26,NYK,193.0,86.3,17,0,5.6,0.4,1.2,.286,0.0,0.3,.000,0.4,0.9,.375,.286,0.3,1.1,.278,0.2,0.4,0.6,1.1,0.5,0.0,0.7,0.5,1.0
346,126,Rick Fox,SF,29,LAL,200.7,104.4,44,1,21.5,3.4,7.5,.448,0.7,2.2,.337,2.6,5.3,.494,.497,1.5,2.0,.742,0.6,1.4,2.0,2.0,0.6,0.2,1.3,2.6,9.0
347,228,Rick Mahorn,PF,40,PHI,208.3,109.0,16,0,7.9,0.3,1.1,.278,0.0,0.0,,0.3,1.1,.278,.278,0.2,0.5,.375,0.4,1.0,1.4,0.1,0.3,0.1,0.4,1.4,0.8
348,96,Ricky Davis,SG,19,CHH,200.7,88.5,46,1,12.1,1.8,4.3,.405,0.0,0.3,.167,1.7,4.1,.420,.410,1.0,1.3,.763,0.9,1.0,1.8,1.3,0.7,0.2,1.2,1.0,4.5
349,362,Rik Smits,C,32,IND,223.5,113.5,49,49,25.9,6.3,12.9,.490,0.0,0.0,.000,6.3,12.9,.491,.490,2.2,2.7,.818,1.5,4.1,5.6,1.1,0.4,1.1,1.5,3.2,14.9
350,170,Robert Horry,PF,28,LAL,205.7,99.9,38,5,19.6,1.8,3.8,.459,0.5,1.2,.444,1.2,2.7,.465,.527,0.9,1.2,.739,1.5,2.5,4.0,1.5,0.9,1.0,1.3,2.7,4.9
351,294,Robert Pack,PG,29,DAL,188.0,81.7,25,0,18.7,3.0,7.0,.431,0.0,0.2,.000,3.0,6.8,.441,.431,2.9,3.5,.818,0.4,1.1,1.4,3.2,0.8,0.0,2.0,1.6,8.9
352,387,Robert Traylor,C,21,MIL,203.2,128.9,49,43,16.0,2.2,4.1,.537,0.0,0.0,.000,2.2,4.1,.540,.537,0.9,1.6,.538,1.6,2.1,3.7,0.8,0.9,0.9,0.9,2.9,5.3
353,377,Rod Strickland,PG,32,WAS,190.5,79.5,44,43,37.1,5.7,13.7,.416,0.3,1.0,.286,5.4,12.8,.426,.426,4.0,5.4,.746,1.3,3.5,4.8,9.9,1.7,0.1,3.2,2.1,15.7
354,336,Rodney Rogers,SF,27,LAC,200.7,106.7,47,7,20.6,2.8,6.3,.441,0.4,1.3,.286,2.4,5.0,.483,.471,1.4,2.1,.673,1.4,2.4,3.8,1.6,1.0,0.5,1.4,3.0,7.4
355,323,Rodrick Rhodes,SG-SF,25,TOT,198.1,102.2,13,1,12.0,1.0,4.0,.250,0.1,0.5,.143,0.9,3.5,.267,.260,1.2,1.9,.640,0.7,0.6,1.3,0.8,0.4,0.2,1.5,1.6,3.3
356,152,Ron Harper,SG,35,CHI,198.1,84.0,35,35,31.6,4.2,11.1,.377,0.8,2.4,.318,3.4,8.7,.393,.412,2.0,2.9,.703,1.4,3.7,5.1,3.3,1.7,1.0,1.9,2.3,11.2
357,252,Ron Mercer,SG,22,BOS,200.7,95.3,41,40,37.8,7.4,17.2,.431,0.1,0.7,.167,7.3,16.5,.443,.435,2.0,2.6,.790,0.9,2.9,3.8,2.5,1.6,0.3,2.2,2.0,17.0
358,348,Rony Seikaly,C,33,NJN,210.8,104.4,9,0,9.8,0.4,2.2,.200,0.0,0.0,,0.4,2.2,.200,.200,0.8,2.0,.389,0.6,1.8,2.3,0.2,0.4,0.7,1.1,1.7,1.7
359,251,Roshown McLeod,SF,23,ATL,203.2,100.3,34,0,10.2,1.8,4.8,.380,0.0,0.3,.100,1.8,4.5,.399,.383,1.1,1.3,.822,0.4,1.1,1.5,0.4,0.1,0.0,0.7,0.7,4.8
360,298,Ruben Patterson,SF,23,LAL,195.6,101.2,24,2,6.0,0.9,2.1,.412,0.0,0.3,.167,0.8,1.9,.444,.422,0.9,1.3,.710,0.7,0.5,1.3,0.1,0.2,0.1,0.5,0.7,2.7
361,215,Rusty LaRue,PG,25,CHI,188.0,95.3,43,6,17.0,1.8,5.0,.359,0.7,2.1,.337,1.1,3.0,.375,.429,0.4,0.4,1.000,0.2,1.1,1.3,1.5,0.8,0.1,0.8,1.5,4.7
362,366,Ryan Stack,PF,23,CLE,210.8,97.6,18,0,11.1,0.8,2.1,.378,0.0,0.0,,0.8,2.1,.378,.378,1.1,1.1,.950,1.1,0.8,1.9,0.3,0.1,0.6,0.5,1.7,2.6
363,63,Sam Cassell,PG,29,TOT,190.5,84.0,8,3,24.9,4.9,11.6,.419,0.3,1.3,.200,4.6,10.4,.446,.430,5.9,6.3,.940,0.6,1.3,1.9,4.5,1.1,0.0,2.5,2.8,15.9
364,183,Sam Jacobson,PG,23,LAL,193.0,97.6,2,0,6.0,1.5,2.5,.600,0.0,0.5,.000,1.5,2.0,.750,.600,1.0,1.0,1.000,0.0,1.5,1.5,0.0,0.0,0.0,0.5,1.0,4.0
365,225,Sam Mack,SF,28,TOT,200.7,99.9,44,15,24.6,3.8,8.7,.435,2.0,5.0,.397,1.8,3.8,.485,.548,1.2,1.3,.879,0.3,1.8,2.2,1.3,0.8,0.1,0.8,2.1,10.7
366,262,Sam Mitchell,SF,35,MIN,198.1,95.3,50,20,26.9,4.3,10.4,.408,0.2,0.8,.237,4.1,9.7,.421,.417,2.5,3.3,.764,1.1,2.5,3.6,2.0,0.7,0.3,0.7,2.2,11.2
367,302,Sam Perkins,PF,37,IND,205.7,106.7,48,0,16.4,1.7,4.2,.400,0.7,1.9,.389,0.9,2.3,.409,.488,0.9,1.3,.717,0.8,2.1,2.9,0.5,0.3,0.3,0.5,1.5,5.0
368,396,Samaki Walker,PF,22,DAL,205.7,113.5,39,2,14.6,2.3,4.9,.463,0.0,0.0,.000,2.3,4.8,.466,.463,1.4,2.5,.541,1.2,2.5,3.7,0.2,0.2,0.4,0.9,2.2,5.9
369,310,Scot Pollard,C,23,SAC,210.8,120.3,213.4,136.2,16,5,16.2,2.1,3.8,.541,0.0,0.0,,2.1,3.8,.541,.541,1.0,1.4,.696,2.4,2.8,5.1,0.3,0.5,1.1,0.3
370,53,Scott Burrell,SF,28,NJN,200.7,99.0,32,10,22.1,2.3,6.5,.361,0.9,2.3,.389,1.5,4.3,.346,.428,1.1,1.3,.810,1.0,2.7,3.7,1.4,1.3,0.3,0.7,2.6,6.6
371,428,Scott Williams,C,30,TOT,208.3,104.4,7,0,6.6,0.7,2.4,.294,0.0,0.0,,0.7,2.4,.294,.294,0.6,1.0,.571,0.4,1.6,2.0,0.1,0.4,0.3,0.6,1.3,2.0
372,309,Scottie Pippen,SF,33,HOU,203.2,103.5,50,50,40.2,5.2,12.1,.432,1.4,4.2,.340,3.8,7.8,.482,.492,2.6,3.7,.721,1.3,5.2,6.5,5.9,2.0,0.7,3.2,2.4,14.5
373,114,Sean Elliott,SF,30,SAS,203.2,93.1,50,50,30.2,4.2,10.1,.410,0.8,2.4,.328,3.4,7.8,.436,.449,2.1,2.8,.757,0.7,3.6,4.3,2.3,0.5,0.3,1.4,2.1,11.2
374,234,Sean Marks,PF,23,TOR,208.3,113.5,8,0,3.5,0.6,1.0,.625,0.0,0.0,,0.6,1.0,.625,.625,0.1,0.3,.500,0.0,0.1,0.1,0.0,0.1,0.0,0.4,0.4,1.4
375,337,Sean Rooks,C,29,LAL,208.3,113.5,36,0,8.8,0.9,2.2,.405,0.0,0.1,.000,0.9,2.1,.416,.405,0.9,1.3,.708,0.9,1.1,2.0,0.3,0.1,0.3,0.6,1.7,2.7
376,429,Shammond Williams,PG,23,ATL,185.4,91.3,2,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,1.5,2.0,.750,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5
377,8,Shandon Anderson,SG,25,UTA,198.1,94.4,50,2,21.4,3.2,7.3,.446,0.3,0.8,.341,3.0,6.4,.460,.466,1.8,2.5,.712,1.0,1.7,2.6,1.1,0.8,0.2,1.3,1.8,8.5
378,284,Shaquille O'Neal,C,26,LAL,215.9,147.6,49,49,34.8,10.4,18.1,.576,0.0,0.0,.000,10.4,18.0,.577,.576,5.5,10.2,.540,3.8,6.9,10.7,2.3,0.7,1.7,2.5,3.2,26.3
379,1,Shareef Abdur-Rahim,SF,22,VAN,205.7,102.2,50,50,40.4,7.7,17.9,.432,0.2,0.7,.306,7.5,17.1,.438,.438,7.4,8.8,.841,2.3,5.2,7.5,3.4,1.4,1.1,3.7,2.7,23.0
380,41,Shawn Bradley,C,26,DAL,228.6,106.7,49,33,26.4,3.4,7.1,.480,0.0,0.1,.000,3.4,7.0,.485,.480,1.8,2.3,.748,2.7,5.3,8.0,0.8,0.7,3.2,1.1,3.1,8.6
381,198,Shawn Kemp,PF,29,CLE,208.3,127.1,42,42,35.1,6.6,13.7,.482,0.0,0.0,.500,6.6,13.6,.482,.483,7.3,9.3,.789,3.1,6.1,9.2,2.4,1.1,1.1,3.0,3.8,20.5
382,322,Shawn Respert,SG,26,PHO,185.4,88.5,12,1,8.3,1.1,3.0,.361,0.3,1.1,.308,0.8,1.9,.391,.417,0.6,0.8,.700,0.2,0.9,1.1,0.7,0.4,0.0,0.4,0.8,3.1
383,106,Sherman Douglas,PG,32,LAC,182.9,81.7,30,19,28.1,3.2,7.3,.438,0.0,0.4,.000,3.2,6.9,.462,.438,1.8,2.9,.632,0.5,1.4,1.9,4.1,0.9,0.1,2.0,1.8,8.2
384,14,Stacey Augmon,SF,30,POR,198.1,93.1,48,21,18.2,1.6,3.6,.448,0.0,0.0,.000,1.6,3.6,.453,.448,1.1,1.6,.684,1.0,1.6,2.6,1.2,1.2,0.4,0.6,1.7,4.3
385,329,Stanley Roberts,C,28,HOU,213.4,129.4,6,0,5.5,0.8,2.2,.385,0.0,0.0,,0.8,2.2,.385,.385,0.7,1.3,.500,0.7,1.2,1.8,0.0,0.0,0.2,0.7,0.3,2.3
386,233,Stephon Marbury,PG,21,TOT,188.0,81.7,49,49,38.7,7.7,18.0,.428,1.3,4.0,.335,6.4,14.0,.455,.465,4.5,5.7,.799,0.8,2.1,2.9,8.9,1.2,0.2,3.3,2.6,21.3
387,163,Steve Henson,PG,30,DET,185.4,81.7,4,0,6.3,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.5,0.5,1.000,0.0,0.0,0.0,0.8,0.3,0.0,0.8,0.3,1.0
388,200,Steve Kerr,PG,33,SAS,190.5,79.5,44,0,16.7,1.5,4.0,.391,0.6,1.8,.313,1.0,2.1,.457,.463,0.7,0.8,.886,0.1,0.9,1.0,1.1,0.5,0.1,0.5,0.6,4.4
389,276,Steve Nash,PG,24,DAL,190.5,80.8,40,40,31.7,2.9,7.9,.363,1.2,3.3,.374,1.6,4.6,.355,.441,1.0,1.2,.826,0.8,2.1,2.9,5.5,0.9,0.1,2.1,2.5,7.9
390,361,Steve Smith,SG,29,ATL,200.7,90.8,36,36,36.5,6.0,15.0,.402,1.3,3.9,.338,4.7,11.1,.424,.445,5.3,6.3,.849,1.4,2.8,4.2,3.3,1.0,0.3,2.8,2.8,18.7
391,394,Stojko VrankoviÄ,C,35,LAC,215.9,115.3,2,0,6.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
392,0,Tariq Abdul-Wahad,SG,24,SAC,198.1,101.2,49,49,24.6,3.6,8.3,.435,0.1,0.4,.286,3.5,7.9,.443,.442,1.9,2.8,.691,1.5,2.3,3.8,1.0,1.0,0.3,1.4,2.5,9.3
393,42,Terrell Brandon,PG,28,TOT,180.3,81.7,36,34,33.8,5.9,14.1,.418,0.3,1.3,.255,5.6,12.8,.435,.430,1.8,2.2,.833,0.8,3.0,3.7,8.6,1.8,0.3,2.1,2.3,13.9
394,83,Terry Cummings,PF,37,GSW,205.7,99.9,50,0,20.2,3.7,8.5,.439,0.0,0.0,1.000,3.7,8.5,.437,.440,1.6,2.3,.711,1.9,3.2,5.1,1.2,0.9,0.2,1.2,3.4,9.1
395,97,Terry Davis,C,31,WAS,205.7,102.2,37,34,15.6,1.3,2.5,.533,0.0,0.0,,1.3,2.5,.533,.533,0.8,1.0,.737,1.4,2.4,3.8,0.3,0.3,0.1,0.4,2.1,3.4
396,99,Terry Dehere,SG-PG,27,TOT,193.0,86.3,26,0,11.2,1.2,3.3,.365,0.6,1.5,.410,0.6,1.8,.326,.459,0.2,0.3,.714,0.3,0.7,0.9,1.0,0.3,0.1,0.6,1.2,3.2
397,260,Terry Mills,PF,31,MIA,208.3,104.4,1,0,29.0,3.0,8.0,.375,2.0,4.0,.500,1.0,4.0,.250,.500,1.0,2.0,.500,3.0,1.0,4.0,0.0,1.0,0.0,3.0,3.0,9.0
398,313,Terry Porter,PG,35,MIA,190.5,88.5,50,1,27.3,3.4,7.4,.465,1.2,2.8,.411,2.3,4.6,.498,.543,2.5,3.0,.831,0.3,2.5,2.8,2.9,1.0,0.2,1.5,1.9,10.5
399,316,Theo Ratliff,PF,25,PHI,208.3,106.7,50,50,32.5,3.9,8.4,.470,0.0,0.0,,3.9,8.4,.470,.470,3.3,4.6,.725,2.8,5.4,8.1,0.6,0.9,3.0,1.8,3.6,11.2
400,17,Thurl Bailey,PF,37,UTA,210.8,97.6,43,0,12.6,1.8,4.1,.446,0.0,0.0,.000,1.8,4.0,.451,.446,0.6,0.8,.735,0.8,1.3,2.2,0.6,0.2,0.7,0.6,1.8,4.2
401,110,Tim Duncan,PF,22,SAS,210.8,113.5,50,50,39.3,8.4,16.9,.495,0.0,0.1,.143,8.3,16.8,.498,.495,4.9,7.2,.690,3.2,8.2,11.4,2.4,0.9,2.5,2.9,2.9,21.7
402,150,Tim Hardaway,PG,32,MIA,182.9,79.5,48,48,36.9,6.3,15.7,.400,2.3,6.5,.360,3.9,9.2,.429,.475,2.5,3.1,.812,0.3,2.9,3.2,7.3,1.2,0.1,2.7,2.1,17.4
403,216,Tim Legler,SG,32,WAS,193.0,90.8,30,0,12.6,1.7,3.8,.443,0.5,1.2,.400,1.2,2.7,.463,.504,0.1,0.2,.500,0.3,1.1,1.3,0.7,0.1,0.1,0.5,1.4,4.0
404,385,Tim Thomas,SF,21,TOT,208.3,109.0,50,26,16.2,2.6,5.6,.473,0.4,1.4,.309,2.2,4.2,.526,.511,1.5,2.2,.652,1.0,1.5,2.5,0.9,0.5,0.2,0.9,2.1,7.2
405,18,Toby Bailey,SG,23,PHO,198.1,96.7,27,10,9.2,1.3,3.2,.395,0.0,0.2,.200,1.2,3.0,.407,.401,0.3,0.5,.692,0.9,1.1,2.0,0.5,0.3,0.1,0.4,0.9,2.9
406,128,Todd Fuller,C,24,UTA,210.8,115.8,42,2,11.0,1.3,3.0,.452,0.0,0.0,,1.3,3.0,.452,.452,0.7,1.2,.600,0.7,1.7,2.4,0.1,0.1,0.3,0.6,1.4,3.4
407,147,Tom Gugliotta,PF,29,PHO,208.3,109.0,43,43,36.3,6.4,13.3,.483,0.0,0.2,.286,6.4,13.2,.486,.485,4.0,5.1,.794,3.0,5.8,8.9,2.8,1.4,0.5,2.0,2.6,17.0
408,148,Tom Hammonds,PF,31,MIN,205.7,97.6,49,0,14.6,1.7,3.7,.458,0.0,0.0,,1.7,3.7,.458,.458,1.0,1.5,.640,1.1,1.7,2.8,0.4,0.2,0.1,0.7,1.8,4.3
409,210,Toni KukoÄ,SF,30,CHI,210.8,106.7,44,44,37.6,7.2,17.0,.420,0.9,3.1,.285,6.3,13.9,.450,.446,3.6,4.9,.740,1.5,5.6,7.0,5.3,1.1,0.3,2.8,1.9,18.8
410,26,Tony Battie,C,22,BOS,210.8,104.4,50,15,22.4,2.9,5.7,.519,0.0,0.1,.000,2.9,5.6,.525,.519,0.8,1.2,.672,1.9,4.1,6.0,1.1,0.6,1.4,0.9,3.2,6.7
411,102,Tony Delk,PG,25,GSW,185.4,85.8,36,13,17.5,2.6,7.0,.364,0.4,1.8,.242,2.1,5.2,.406,.395,1.3,2.0,.648,0.3,1.2,1.5,2.6,0.4,0.2,1.3,1.3,6.8
412,238,Tony Massenburg,PF,31,VAN,205.7,99.9,43,35,26.6,4.4,9.0,.487,0.0,0.0,.000,4.4,9.0,.490,.487,2.4,3.6,.665,1.9,4.0,6.0,0.5,0.6,0.9,1.5,2.5,11.2
413,246,Tracy McGrady,SF,19,TOR,203.2,95.3,49,2,22.6,3.4,7.9,.436,0.2,0.7,.229,3.3,7.1,.457,.447,2.3,3.2,.726,2.4,3.2,5.7,2.3,1.1,1.3,1.6,1.9,9.3
414,273,Tracy Murray,SF,27,WAS,200.7,102.2,36,0,18.1,2.3,6.6,.350,0.9,2.9,.320,1.4,3.7,.373,.420,0.9,1.2,.810,0.5,1.8,2.3,0.8,0.6,0.2,0.8,1.8,6.5
415,31,Travis Best,PG,26,IND,None,None,49,0,21.3,2.6,6.2,.416,0.4,1.2,.373,2.1,5.0,.427,.452,1.4,1.7,.843,0.4,1.2,1.6,3.4,0.9,0.1,1.3,2.3,7.1
416,209,Travis Knight,C,24,LAL,213.4,106.7,37,23,14.2,1.8,3.5,.515,0.0,0.0,.000,1.8,3.5,.519,.515,0.6,0.8,.759,0.9,2.5,3.5,0.8,0.6,0.7,0.9,2.9,4.2
417,430,Travis Williams,SF,29,CHH,198.1,97.6,8,0,7.8,0.8,1.6,.462,0.0,0.0,,0.8,1.6,.462,.462,0.4,0.5,.750,0.8,1.6,2.4,0.3,0.3,0.1,0.8,1.3,1.9
418,435,Trevor Winter,C,25,MIN,213.4,124.9,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0
419,173,Troy Hudson,PG,22,LAC,185.4,77.2,25,6,21.0,2.4,6.0,.400,0.6,1.9,.319,1.8,4.1,.437,.450,1.4,1.5,.895,0.6,1.6,2.2,3.7,0.4,0.1,1.5,1.1,6.8
420,78,Tyrone Corbin,SF,36,ATL,198.1,95.3,47,6,22.7,2.8,7.1,.391,0.8,2.5,.319,2.0,4.6,.431,.448,1.1,1.7,.650,0.8,2.3,3.1,0.9,0.7,0.1,0.9,1.6,7.5
421,166,Tyrone Hill,PF,30,TOT,205.7,109.0,38,23,29.1,3.2,7.1,.455,0.0,0.0,,3.2,7.1,.455,.455,2.1,3.9,.540,3.0,4.5,7.6,0.9,0.9,0.4,1.6,3.8,8.6
422,277,Tyrone Nesby,SF,23,LAC,198.1,102.2,50,36,25.8,3.6,8.1,.449,0.7,1.9,.365,2.9,6.2,.476,.493,2.1,2.7,.782,1.1,2.4,3.5,1.6,1.5,0.4,1.1,2.9,10.1
423,223,Tyronn Lue,PG,21,LAL,182.9,77.2,15,0,12.5,1.9,4.3,.431,0.5,1.1,.438,1.4,3.3,.429,.485,0.8,1.4,.571,0.1,0.3,0.4,1.7,0.3,0.0,0.7,1.9,5.0
424,412,Tyson Wheeler,PG,23,DEN,177.8,74.9,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,1.0,2.0,.500,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0
425,239,Vernon Maxwell,SG,33,SAC,193.0,81.7,46,1,21.9,3.6,9.2,.390,1.7,5.0,.346,1.8,4.1,.442,.485,1.8,2.5,.737,0.3,1.6,1.8,1.7,0.7,0.1,1.5,2.4,10.7
426,20,Vin Baker,PF,27,SEA,210.8,109.0,34,31,34.2,5.8,12.9,.453,0.0,0.1,.000,5.8,12.8,.456,.453,2.1,4.7,.450,2.5,3.7,6.2,1.6,0.9,1.0,2.2,3.6,13.8
427,62,Vince Carter,SF,22,TOR,198.1,99.9,50,49,35.2,6.9,15.3,.450,0.4,1.3,.288,6.5,14.0,.466,.463,4.1,5.4,.761,1.9,3.8,5.7,3.0,1.1,1.5,2.2,2.8,18.3
428,100,Vinny Del Negro,PG,32,MIL,193.0,84.0,48,7,22.8,2.4,5.6,.422,0.3,0.6,.433,2.1,5.0,.421,.446,0.8,1.0,.800,0.3,1.8,2.1,3.6,0.7,0.1,1.1,1.3,5.9
429,314,Vitaly Potapenko,C,23,TOT,208.3,127.1,50,44,27.9,4.1,8.2,.495,0.0,0.0,.000,4.1,8.2,.496,.495,1.8,3.1,.587,2.3,4.4,6.6,1.5,0.7,0.7,2.0,3.4,10.0
430,104,Vlade Divac,C,30,SAC,215.9,118.0,50,50,35.2,5.2,11.1,.470,0.2,0.9,.256,5.0,10.3,.488,.480,3.6,5.1,.702,2.8,7.2,10.0,4.3,0.9,1.0,2.6,3.3,14.3
431,369,Vladimir Stepania,C,22,SEA,213.4,106.7,23,6,13.6,2.3,5.4,.424,0.0,0.1,.000,2.3,5.3,.434,.424,0.9,1.7,.525,1.2,2.1,3.3,0.5,0.4,1.0,1.4,2.5,5.5
432,217,Voshon Lenard,SG,25,MIA,193.0,93.1,12,2,15.8,2.6,6.6,.392,1.0,2.9,.343,1.6,3.7,.432,.468,0.7,0.9,.727,0.3,1.0,1.3,0.8,0.3,0.1,0.6,1.5,6.8
433,431,Walt Williams,SF,28,POR,203.2,99.4,48,16,21.8,3.1,7.2,.424,1.3,3.0,.438,1.8,4.2,.414,.514,1.9,2.2,.832,0.8,2.2,3.0,1.7,0.8,0.6,1.3,2.1,9.3
434,242,Walter McCarty,PF,24,BOS,208.3,104.4,32,4,20.6,2.0,5.5,.362,0.4,1.6,.260,1.6,4.0,.402,.398,1.3,1.8,.702,1.1,2.5,3.6,1.3,0.8,0.4,1.3,2.8,5.7
435,305,Wesley Person,SG,27,CLE,198.1,88.5,45,42,29.8,4.4,9.7,.453,1.7,4.4,.375,2.7,5.3,.519,.539,0.7,1.2,.604,0.4,2.7,3.2,1.8,0.8,0.4,0.9,1.2,11.2
436,301,Will Perdue,C,33,SAS,213.4,109.0,37,1,12.0,1.0,1.6,.633,0.0,0.0,,1.0,1.6,.633,.633,0.4,0.7,.538,0.9,2.8,3.7,0.5,0.2,0.3,0.6,1.7,2.4
437,84,William Cunningham,C,24,TOT,None,None,16,6,10.1,0.2,1.1,.167,0.0,0.0,,0.2,1.1,.167,.167,0.0,0.1,.000,0.8,0.9,1.8,0.1,0.1,0.7,0.3,1.9,0.4
438,54,Willie Burton,SF,30,CHH,198.1,95.3,3,0,6.0,0.3,2.3,.143,0.0,0.3,.000,0.3,2.0,.167,.143,0.7,1.3,.500,1.3,0.7,2.0,0.0,0.0,0.0,0.3,0.7,1.3
439,176,Zydrunas Ilgauskas,C,23,CLE,221.0,118.0,5,5,34.2,5.8,11.4,.509,0.0,0.0,,5.8,11.4,.509,.509,3.6,6.0,.600,3.4,5.4,8.8,0.8,0.8,1.4,1.8,4.8,15.2
